id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
3612,1980-01-01 00:00:00,13,en,161282STHA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,KTH Royal Institute of Technology,,,,,,Excellent,,,Adequate,Excellent,,,Good,Good,Good,,,Good,,,,,Good,,,,,,,,,,Excellent,,,Good,Good,Good,Good,,Adequate,Adequate,Good,Adequate,,,,,,,Good,Good,Good,Good,Good,Good,Adequate,Good,Adequate,Adequate,,,,,,,,,Excellent,Adequate,,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Yes,Yes,Somewhat,No,No,,,Adequate,write an email to the course administrators at all universities. meet up with the administrator of the current university.,,,,Excellent,Excellent,Adequate,Adequate,,,Agree,Agree,Agree,Agree,Yes,No,,-support from international office at 2nd university -language course at 1st university -better involvement of faculty at 2nd university,,Good,Good,Adequate,Good,Excellent,Good,Good,Good,Adequate,Excellent,Adequate,Excellent,Excellent
2984,1980-01-01 00:00:00,13,en,17/06/88,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,,,,,,,Good,Excellent,Good,Good,Good,Adequate,Good,Adequate,Adequate,,,,,,,,,,,,,,,,,,,Adequate,Good,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,Good,Excellent,Good,Good,Good,Excellent,,,,,,,,,,,,,Excellent,,,Everything was good.,Agree,Agree,Strongly agree,I am not sure,I am not sure,Yes,Yes,,,,,Adequate,May be talk to the program coordinator of the host university.,,,,Excellent,Excellent,,,,,Strongly agree,Agree,,,No,No,,Everything is okey. I am having good time in learning things.,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,,,,Good,Excellent,Excellent
3443,1980-01-01 00:00:00,13,en,170487KOCH,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Duke University,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,They are pretty well-established. I am satisfied.,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Strong,He/She could send a group email and copy coordinator in the group. The issue will be surely discussed during the class of coordinator or weekly gathering.,Yes,I see changes in administration (in a good way) for new batch of students each year.,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,,,,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent
1648,1980-01-01 00:00:00,13,en,180289ARAR,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,KTH Royal Institute of Technology,,,,,,Good,Excellent,Good,Inadequate,Good,Good,Adequate,Adequate,Good,Adequate,Adequate,Adequate,Excellent,Good,Good,Adequate,Good,Adequate,Excellent,Good,Good,Adequate,Good,Good,Good,Inadequate,Adequate,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Adequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Adequate,Good,Adequate,Good,Good,Good,Good,Excellent,Good,Good,Good,Good,Good,,Agree,Agree,Agree,"Some do, other do not",Yes,Yes,Yes,Somewhat,Somewhat,Yes,Yes,Strong,,Yes,,,Good,Good,Good,Good,Good,Good,Agree,Strongly agree,Agree,Agree,Yes,No,,People from developing countries a longer administrative work regarding the visa process,,Good,Adequate,Good,Adequate,Good,Excellent,Adequate,,,,Adequate,Good,Excellent
1665,,11,en,190613khkh,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,KTH Royal Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have not finished my studies yet and focused on my thesis, so I can not say anything about the matter.",Neutral,Neutral,Neutral,Somewhat (weak or unclear systems),Somewhat (weak or unclear systems),,,,,,,Weak,,No,,,Adequate,Adequate,Adequate,Adequate,,,,,,,Yes,No,,,,Inadequate,Inadequate,Inadequate,Very inadequate,Adequate,Inadequate,Inadequate,,,,Inadequate,Adequate,Good
2532,1980-01-01 00:00:00,13,en,200483DRST,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,,,,,,,Excellent,Excellent,Excellent,,Excellent,Excellent,,Inadequate,Excellent,Excellent,Very inadequate,Very inadequate,Very inadequate,,Very inadequate,,Adequate,Adequate,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Adequate,Inadequate,Inadequate,Inadequate,Inadequate,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Very inadequate,Very inadequate,Very inadequate,Very inadequate,Adequate,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Yes,Yes,Yes,No,No,,,Weak,,No,,,Excellent,Excellent,Adequate,Very inadequate,,,Strongly agree,Disagree,,Disagree,Yes,Yes,,Help with the internship which we don't have.,"Well, I already said, coordinators are not helping in any way when it comes to the internship or future job opportunities.",Good,Inadequate,Good,Very inadequate,Good,Good,Adequate,,,,Inadequate,Good,Inadequate
1729,1980-01-01 00:00:00,13,en,201186toge,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,,,,,,,Good,,Inadequate,Adequate,,Very inadequate,,Adequate,,Adequate,,,,,Very inadequate,,Adequate,Good,,,,,,,,,,Inadequate,Adequate,Adequate,Adequate,Adequate,Inadequate,Inadequate,Adequate,Adequate,Inadequate,Inadequate,Very inadequate,,,,,,,Inadequate,Adequate,Very inadequate,Inadequate,Inadequate,Adequate,Very inadequate,Adequate,Very inadequate,Very inadequate,Very inadequate,Adequate,,,,,,,Adequate,Inadequate,,Improve social activities,Agree,Neutral,Neutral,"Some do, other do not",Somewhat (weak or unclear systems),Yes,Yes,I am not sure,I am not sure,,,I am not sure,By email,Yes,It is doing so now,"Have dedicated staff, that are aware of program weaknesses and organization",Excellent,Inadequate,Adequate,Good,,,Neutral,Neutral,Strongly agree,Disagree,No,No,,"Make sure what is promised before start of the course is held. Since it is a erasmus mundus program, follow up on the students' status and have a component besides teaching. Solve administrative issues in a timely manner.",This was the first intake and the plan and goal promised on the program webpage at application was not fullfilled in the program. Different universities handled students with different interest ranging from arranging seminars and having tailored courses to only communicating in class and only offering standard courses that are taught at the respective university. Degree issues and course planning was planned irrealistic and not followed up in the program.,Good,Adequate,Very inadequate,Excellent,Adequate,Adequate,Inadequate,Good,Very inadequate,Adequate,Very inadequate,Excellent,Good
3629,,9,en,210381SISA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,,,,,,,Good,Good,Good,,Good,,,Good,Good,Good,Adequate,,,Inadequate,,Good,,,,,,,,,,,,Excellent,Good,Good,Excellent,Good,Adequate,Good,Good,Adequate,Adequate,Inadequate,Inadequate,,,,,,,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Adequate,Inadequate,Adequate,Adequate,Adequate,,,,,,,Adequate,Very inadequate,,,Strongly agree,Agree,Agree,I am not sure,I am not sure,Yes,Yes,No,No,,,Adequate,,No,,,,Good,,Inadequate,,,Agree,Agree,,Agree,No,No,,,,,,,,,,,,,,,,
3111,1980-01-01 00:00:00,13,en,230383MIMO,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Adequate,Good,Excellent,Adequate,Excellent,Adequate,Inadequate,Very inadequate,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Adequate,Good,Good,,,,,,,Excellent,Excellent,,in professional aspect it can be rated as moderate but in personal aspect it is excellent,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Somewhat,Somewhat,,,Strong,by sending an e-mail to correspondent persons in consortium by the fact that all are familiar for students and consortium members.,Yes,,to implement such a these form of survey in between of program.,Good,Excellent,Good,Good,,,Agree,Agree,Strongly agree,Strongly agree,No,No,,- internship  - thesis subjects - job market intoroduction,"this program is not a sufficient program and do not cover all aspects of aeromechanics in more professional way. moreover, there is no place for graduated Iranian students around Europa. nationality consideration should be take into account before student admission. thereafter, graduated student can find a job in EU.",Good,Adequate,Good,Very inadequate,Excellent,Good,Adequate,Inadequate,Adequate,Very inadequate,Adequate,Excellent,Excellent
989,1980-01-01 00:00:00,13,en,230392LAPA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Duke University,Aristotle University of Thessaloniki,,,,,,Good,,,,Excellent,Good,,Adequate,Good,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,,Adequate,Excellent,Good,Good,Good,Good,,,,,,,,,,,,,Excellent,,,,Agree,Agree,Agree,I am not sure,I am not sure,No,No,,,,,Adequate,,,,,Good,Good,,,,,Neutral,Agree,,,No,No,,,,Good,Good,Adequate,Good,Good,Good,Good,,,,Adequate,Adequate,Adequate
2655,1980-01-01 00:00:00,13,en,231188CACH,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,Duke University,,,,,,Excellent,Excellent,Good,Adequate,Good,Good,,Adequate,Excellent,Very inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Adequate,Good,Good,Good,Good,Good,Good,,Adequate,Very inadequate,Good,Good,Good,Good,Good,Good,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Good,Good,Good,Good,Good,Good,Good,Adequate,Good,Excellent,Good,Good,Very inadequate,Very inadequate,Inadequate,Adequate,Inadequate,Very inadequate,Good,Good,Excellent,Excellent,Good,Adequate,Excellent,Very inadequate,Good,,Agree,Neutral,Disagree,"Some do, other do not",Somewhat (weak or unclear systems),Somewhat,Somewhat,No,No,Yes,Yes,Weak,,No,,,Good,Good,Very inadequate,Very inadequate,Good,Good,Agree,Neutral,Agree,Agree,No,No,,"Improve the exigence level in some courses Make a more specialized selection of students, since some of which were selected and granted with scholarship, turned out to be very bad people",,Good,Good,Adequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Inadequate
3360,1980-01-01 00:00:00,13,en,240390ALTO,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,,,,,,,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,,,,,,,Excellent,Good,Excellent,Excellent,Good,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,,,,,,Excellent,,,"My program is held by different university partners, at the beggining of the program one university had started earlier, so during the settling period we had to submit assingments. Although not normal, I found it an interesting challenge to manage it. However I would not advise it.",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,,,,,Strong,"Depending on the issue if academic or administrative, the student will address to the proper responsible at the current host university he is in. From there, the responsibles will present the situation to the consortium.",Yes,"We have held meetings with our coordinator, related to some testing system in a particular subject, a few weeks after there where some modifications in such system.","In my opinion in the university I am right now (KTH), theses channels work very well. I have not yet had experience with the partner universities.",Excellent,Excellent,,,,,Agree,Strongly agree,,Neutral,Yes,No,,"- The housing location although very good in quality is a bit far from the university, leaving closer to campus will facilitate the situation more.  -It will be good to have more people of the prgram leaving in the same building to enhance discussion and cooperation.  - It will be good to receive a shopping guide (electronic one) with perhaps places where to buy scholar utensiles (pencils, books), with price ranges. Also with grocery stores and which are more expensive than others.","I simply have to say that I am amazed that there exists in the world communities such as this (EMA), that seek to provide such good conditions for people to harness knowledge. I am simply thankful and very happy and honored to be a part of it.",Excellent,Excellent,Excellent,No answer,Excellent,Excellent,No answer,,,,Adequate,Good,Excellent
1881,1980-01-01 00:00:00,13,en,270288BIBA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,University of Liege,,,,,,Excellent,Excellent,Good,Very inadequate,Excellent,Adequate,,Inadequate,Good,Excellent,Excellent,,Good,,Good,,Adequate,Good,Inadequate,Adequate,,,,,,Adequate,Good,Excellent,Good,Excellent,Good,Good,Adequate,Excellent,Good,Adequate,Adequate,Adequate,Inadequate,Excellent,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Good,Good,Excellent,,,,,,,,,Good,Good,,,Agree,Agree,Agree,"Some do, other do not",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,,,Adequate,,,,,Good,Good,Good,Good,Good,Good,Agree,Agree,Agree,Disagree,No,No,,,,Excellent,Good,Excellent,Adequate,Good,Good,Good,,,,Adequate,Adequate,Inadequate
107,1980-01-01 00:00:00,13,en,270482MAGU,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Adequate,Excellent,Excellent,Inadequate,,Good,Excellent,Excellent,,Good,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,Excellent,,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,,,Very strong,An email to the entire consortium was the best way to address it.,Yes,Change the mobility options due to different cases. Like a master thesis in a certain company.,"To share a common site for all the consortium and students, where all can address Q/A.",Excellent,Good,Excellent,Good,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,No,No,,To obtain the diploma faster.,"In overall, it was well organized in every aspect. There was a good combination between academics and industry knowledge. The courses gave me a very deep understanding in turbomachinery. I am very grateful of the experience.",Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Inadequate,Excellent,Adequate,Excellent,Excellent
1903,1980-01-01 00:00:00,13,en,28/03/80,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,University of Liege,,,,,,Good,,Good,,Good,,,Adequate,Adequate,Excellent,,Good,,,,,Excellent,Adequate,Adequate,,Good,Inadequate,Good,,,Good,Adequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Inadequate,Inadequate,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,Good,Good,Good,,Agree,Agree,Agree,"Some do, other do not",Somewhat (weak or unclear systems),Somewhat,Somewhat,Somewhat,Somewhat,,,Adequate,,,,,Good,Good,Good,Good,Good,Good,Agree,Agree,Neutral,Neutral,No,No,,,,Good,Good,Good,Adequate,Excellent,Good,Good,,,,No answer,Adequate,Inadequate
3643,1980-01-01 00:00:00,13,en,280687GEBI,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,,,,,,,,Good,Good,Good,Good,Excellent,Adequate,Good,Good,Excellent,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Excellent,Excellent,,,,,,,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Good,,,,,,,,,,,,,Adequate,,,,Agree,Agree,Agree,"Yes, all universities do",Yes,Yes,,,,,,Strong,A forum at the university's electronic platform,,I don't know,,Good,Good,,,,,Agree,Strongly agree,,Agree,Yes,No,,,,Excellent,Good,Good,No answer,Adequate,Excellent,Good,,,,Adequate,Good,Inadequate
3740,1980-01-01 00:00:00,13,en,280883ENCA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,Aristotle University of Thessaloniki,KTH Royal Institute of Technology,,,,,,Excellent,Good,Adequate,Good,Excellent,Good,,Adequate,Excellent,Inadequate,Very inadequate,,Adequate,Inadequate,Very inadequate,,Adequate,Very inadequate,Excellent,Good,Adequate,Good,Excellent,Good,,Good,Excellent,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Adequate,Good,Inadequate,Inadequate,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Excellent,Adequate,Adequate,Adequate,Inadequate,Very inadequate,Very inadequate,Good,Good,Good,Good,Good,Excellent,Adequate,,Excellent,Inadequate,Excellent,Intercultural exchange is very good,Strongly agree,Strongly agree,Agree,"Some do, other do not",Yes,Yes,Yes,Somewhat,Somewhat,Yes,Yes,Strong,By email,Yes,,none,Excellent,Excellent,Adequate,Very inadequate,Excellent,Excellent,Agree,Agree,,Agree,Yes,No,,Visa and residence permit application support.  Content of the courses could better match the objective of the programme. Support for internship and Thesis at the industry.,None,Good,Adequate,Good,Good,Excellent,Good,Good,,,,Good,Excellent,No answer
607,1980-01-01 00:00:00,13,en,290187MORA,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,,,,,,,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,,Good,Excellent,Good,Adequate,Good,Excellent,Excellent,Adequate,,Good,Excellent,,,,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,,,,,,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Somewhat,,,Very strong,The best way was to email the concerned person.,Yes,,,Excellent,Excellent,Excellent,Excellent,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,,Internship opportunities Career counselling,,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Excellent,Excellent
2335,1980-01-01 00:00:00,13,en,290486SEBO,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,,,,,,,Excellent,Excellent,Good,Excellent,Excellent,Good,,Good,Excellent,Inadequate,Inadequate,Good,Excellent,Excellent,Adequate,,Good,Very inadequate,,,,,,,,,,Good,Good,Excellent,Adequate,Good,Adequate,Adequate,Adequate,Adequate,Very inadequate,Good,Adequate,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't understand the question:(,Disagree,Disagree,Disagree,"No, none of the universities",No,Yes,Yes,No,No,,,Weak,Mass e-mail to coordinators with everyone in copy. Collecting signatures of classmates to address management.,No,,First year at KTH had a good coordination. During the second year we had almost no coordination and e-mails to home university were mostly not answered. It should be changed.,Excellent,Good,Adequate,Adequate,,,Neutral,Neutral,Strongly agree,Neutral,Yes,Yes,"He should: 1) monitor each student; 2) Receive and give feedbacks; 3) Control all kind of agreements to be not violated (Student agreement, internship, thesis, deadlines, etc.). For example, if its written ""Students will receive Double Degree"" do everything to make it Double (not Joint Degree); 4) Establish strong relation within consortium by organizing round tables, polycoms etc. 4) Regulary inform students about rules of each university, e.g. evaluation methods, exams, grading system differnces etc. 5) Write recommendation letters and support students in finding internship companies, help with topics;",1) No decent relation within consortium; 2) Were not enough informed about grading systems in second University; 3) No support in finding internship companies; 4) No support in finding jobs; 5) Not enough coordiantion during the second year;,"This program was made for students, to make specialists in a very narrow high-end field. However after graduation these specialists meant to work in this field. In our case only 10% of the group have found job in Turbomachinery area.",Adequate,Inadequate,Very inadequate,Inadequate,Good,Good,Good,Adequate,Very inadequate,Adequate,Very inadequate,Adequate,Excellent
158,1980-01-01 00:00:00,13,en,291289JILI,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,Duke University,,,,,,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Adequate,Good,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Good,Adequate,Good,Adequate,Excellent,Adequate,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Some do, other do not",Yes,Yes,Yes,Somewhat,Yes,Yes,Yes,Very strong,Talk with/Email professors involved in the consortium.,Yes,Course structures have improved accordingly to feedback.,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,content and structure of the courses,-More freedom over selective courses,,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Adequate,Excellent,Adequate,Excellent,Excellent
2147,,7,en,NOTANONYM,Master course,THRUST - Erasmus Mundus Master's Course in TurbomacHinery aeRomechanic UniverSity Training,,,,,,,KTH Royal Institute of Technology,University of Liege,,,,,,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Inadequate,Inadequate,Inadequate,Inadequate,Inadequate,Adequate,,Adequate,Inadequate,,,,,,,,,,Good,Good,Good,Good,Good,Adequate,Very inadequate,Inadequate,Inadequate,Adequate,Adequate,,,,,,,,Good,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Adequate,Adequate,Inadequate,Adequate,Good,,,,,,,Excellent,Adequate,,,Agree,Agree,Agree,"Some do, other do not",Somewhat (weak or unclear systems),Yes,Yes,No,No,,,Adequate,Email the program director and ask that the matter be brought up with the entire consortium,Yes,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,
